revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,
501748085,96.236.44.70,97187,4,308804511,15362,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=501748085&oldid=501713690,,,,,,,,,,,,
502354043,24.145.149.183,97227,40,309104100,299589,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502354043&oldid=501748085,/* Public officials formerly employed by Monsanto */,,,,,,,,,,,
502410493,Ground Zero,97257,30,309134038,29938,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502410493&oldid=502354043,[[WP:ACRONYM]],,,,,,,,,,,
502478634,Jytdog,96078,-1179,309157121,23083,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502478634&oldid=502410493,/* Genetically modified organisms */ There is no direct connection between Monsanto and Pusztai affair; none of the references make a connection.  Pusztai affair is related to GMO but not to Monsanto.,,,,,,,,,,,
502478843,Jytdog,97257,1179,309157192,71,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502478843&oldid=502478634,/* Genetically modified organisms */ There is no direct connection between Monsanto and Pusztai affair; none of the references make a verifiable connection.  Pusztai affair is related to GMO but not to Monsanto.,,,,,,,,,,,
502479610,Jytdog,96078,-1179,309157469,277,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502479610&oldid=502478843,/* Genetically modified organisms */ was trying to delete this, now done. There is no direct connection between Monsanto and Pusztai affair; none of the references make a verifiable connection.  Pusztai affair is related to GMO but not to Monsanto.,,,,,,,,,,
502773240,ViriiK,95951,-127,309300353,142884,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502773240&oldid=502479610,This was added by a certain user, http://en.wikipedia.org/w/index.php?title=Monsanto&diff=477696880&oldid=477673459 which has a strange reasoning behind it.,,,,,,,,,,
502947722,Jytdog,95944,-7,309391046,90693,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502947722&oldid=502773240,/* As defendant */ removed inter-wiki link for Kemner vs Monsanto - there is no article.,,,,,,,,,,,
502947780,Jytdog,95943,-1,309391087,41,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502947780&oldid=502947722,/* As defendant */,,,,,,,,,,,
502950379,Jytdog,96833,890,309392547,1460,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502950379&oldid=502947780,/* As defendant */ replaced dead link and completed entry which didn't tell the outcome,,,,,,,,,,,
502951633,Jytdog,96945,112,309393285,738,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502951633&oldid=502950379,/* As defendant */ adding interwiki link,,,,,,,,,,,
502951922,Jytdog,96945,0,309393434,149,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502951922&oldid=502951633,/* As defendant */,,,,,,,,,,,
502952056,Jytdog,96916,-29,309393495,61,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502952056&oldid=502951922,/* As defendant */,,,,,,,,,,,
502952271,Jytdog,97028,112,309393603,108,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=502952271&oldid=502952056,/* As defendant */,,,,,,,,,,,
503015217,67.172.39.136,97033,5,309421784,28181,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503015217&oldid=502952271,,,,,,,,,,,,
503015701,Belchfire,97028,-5,309422002,218,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503015701&oldid=503015217,Reverted 1 edit by [[Special:Contributions/67.172.39.136|67.172.39.136]] ([[User talk:67.172.39.136|talk]]) identified as [[WP:VAND|vandalism]] to last revision by Jytdog. ([[WP:TW|TW]]),,,,,,,,,,,
503016002,67.172.39.136,97038,10,309422127,125,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503016002&oldid=503015701,,,,,,,,,,,,
503016048,Discospinster,97028,-10,309422144,17,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503016048&oldid=503016002,Reverted edits by [[Special:Contributions/67.172.39.136|67.172.39.136]] ([[User talk:67.172.39.136|talk]]) to last revision by Belchfire ([[WP:HG|HG]]),,,,,,,,,,,
503024041,67.172.39.136,97040,12,309425538,3394,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503024041&oldid=503016048,,,,,,,,,,,,
503024085,ClueBot NG,97028,-12,309425551,13,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503024085&oldid=503024041,Reverting possible vandalism by [[Special:Contributions/67.172.39.136|67.172.39.136]] to version by Discospinster. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1147484) (Bot),,,,,,,,,,
503243736,71.217.77.228,97122,94,309548343,122792,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503243736&oldid=503024085,/* History */,,,,,,,,,,,
503244253,Belchfire,97128,6,309548726,383,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503244253&oldid=503243736,/* History */ cn template,,,,,,,,,,,
503245877,AnomieBOT,97143,15,309549973,1247,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503245877&oldid=503244253,Dating maintenance tags: {{Cn}},,,,,,,,,,,
503265640,Jytdog,97242,99,309563816,13843,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503265640&oldid=503245877,/* History */ added cite,,,,,,,,,,,
503265969,Jytdog,97266,24,309563998,182,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503265969&oldid=503265640,/* History */ edited to relate salicylic acid to aspirin, otherwise this looked silly,,,,,,,,,,
503269941,Jytdog,98309,1043,309566289,2291,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503269941&oldid=503265969,/* As defendant */ fleshed out GLC case.   searched SEC filings and delaware court records; no public records of outcome of delaware suit.  if somebody can find, great!,,,,,,,,,,
503270093,Jytdog,98309,0,309566373,84,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503270093&oldid=503269941,/* As defendant */,,,,,,,,,,,
503270204,Jytdog,98307,-2,309566433,60,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503270204&oldid=503270093,/* As defendant */,,,,,,,,,,,
503273682,67.172.39.136,98312,5,309568314,1881,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503273682&oldid=503270204,,,,,,,,,,,,
503273890,Gandydancer,98307,-5,309568416,102,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503273890&oldid=503273682,Undid revision 503273682 by [[Special:Contributions/67.172.39.136|67.172.39.136]] ([[User talk:67.172.39.136|talk]]),,,,,,,,,,,
503275787,67.172.39.136,98330,23,309569393,977,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503275787&oldid=503273890,,,,,,,,,,,,
503276173,Belchfire,98307,-23,309569592,199,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503276173&oldid=503275787,Reverted 1 edit by [[Special:Contributions/67.172.39.136|67.172.39.136]] ([[User talk:67.172.39.136|talk]]) identified as [[WP:VAND|vandalism]] to last revision by Gandydancer. ([[WP:TW|TW]]),,,,,,,,,,,
503334508,67.172.39.136,97936,-371,309594443,24851,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503334508&oldid=503276173,,,,,,,,,,,,
503334708,Belchfire,98307,371,309594517,74,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503334708&oldid=503334508,Reverted 1 edit by [[Special:Contributions/67.172.39.136|67.172.39.136]] ([[User talk:67.172.39.136|talk]]) identified as [[WP:VAND|vandalism]] to last revision by Belchfire. ([[WP:TW|TW]]),,,,,,,,,,,
503383088,Jytdog,98296,-11,309618640,24123,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503383088&oldid=503334708,as per talk paged, checked this fact.   Found a WSJ article that cited Monsanto as largest producer of GM seed,,,,,,,,,,
503480732,Jytdog,98228,-68,309678735,60095,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503480732&oldid=503383088,/* History */ replaced dead link with link from internet archive.  deleted unsupported statement about monsanto's response,,,,,,,,,,,
503529801,Jytdog,97313,-915,309702875,24140,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503529801&oldid=503480732,/* History */ deleted ref to pig patents.  a) I looked them up and they have all been abandoned," so it is not true that they ""have claims.""  b) monsanto has hundreds of patents - why single these out?",,,,,,,,,,
503540948,Kmhkmh,98228,915,309709345,6470,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503540948&oldid=503529801,undoind deletion of sourced content, pig patents are not randomly out, they are particulasr controversial and received broad media coverage,,,,,,,,,
503625864,Jytdog,98249,21,309759628,50283,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503625864&oldid=503540948,/* History */ if it stays," it should at least be accurate.  But this is too random to be in an encyclopedia entry.  i think you have zero basis for claiming it is ""particularly controversial"" . opening a talk section.",,,,,,,,,,
503629334,Jytdog,98304,55,309760919,1291,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503629334&oldid=503625864,/* History */ replaced inaccurate restatement of article with a quote from the article,,,,,,,,,,,
503643622,74.108.153.208,98357,53,309766808,5889,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503643622&oldid=503629334,/* rBGH (recombinant bovine growth hormone) */ added citations and cleaned up,,,,,,,,,,,
503652111,Jytdog,98357,0,309770043,3235,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503652111&oldid=503643622,/* rBGH (recombinant bovine growth hormone) */ fixed interwiki link,,,,,,,,,,,
503652298,Jytdog,98353,-4,309770111,68,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503652298&oldid=503652111,/* rBGH (recombinant bovine growth hormone) */ fixed dead interwiki link,,,,,,,,,,,
503671358,Jytdog,98037,-316,309777991,7880,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503671358&oldid=503652298,moved issues about agent orange causing damage to litigation section, as both references are to the litgation, and one of them was duplicated in the 2 sections.,,,,,,,,,
503671556,Jytdog,98041,4,309778077,86,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503671556&oldid=503671358,/* History */ did some paragraphing,,,,,,,,,,,
503672284,Jytdog,96838,-1203,309778366,289,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503672284&oldid=503671556,/* History */ deleted section on suing farmers from this section - next step is adding to text in legal issues section that covers the same matter,,,,,,,,,,,
503673685,Jytdog,97171,333,309778951,585,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503673685&oldid=503672284,/* As plaintiff */ added material from history section and made this flow more smoothly and compactly,,,,,,,,,,,
503761054,Jytdog,96976,-195,309825493,46542,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503761054&oldid=503673685,/* History */ deleted duplicative information, referred readers to section below,,,,,,,,,,
503764372,Jytdog,97093,117,309827210,1717,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503764372&oldid=503761054,"/* History */ split out paragraph on Monsanto's ""other chemical products"" into separate references through its history;  added paragraph for introduction of rBST.  corrected statement that it ""has been"" one of top 10 companies -- not true since 2000s",,,,,,,,,,,
503765069,Jytdog,97310,217,309827552,342,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503765069&oldid=503764372,/* History */ added paragraph on law banning manufacture of PCBs which affected only Monsanto since it was the sole US producer,,,,,,,,,,,
503769854,Jytdog,97306,-4,309829650,2098,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503769854&oldid=503765069,/* rBGH (recombinant bovine growth hormone) */ removed inter-wiki link, which went to an article about a different organization,,,,,,,,,,
503770372,Jytdog,97412,106,309829860,210,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503770372&oldid=503769854,/* rBGH (recombinant bovine growth hormone) */ changed verb tenses from present perfect to past, as AFACT no longer exists;  added citations,,,,,,,,,,
503770617,Jytdog,97412,0,309829963,103,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503770617&oldid=503770372,/* rBGH (recombinant bovine growth hormone) */ moved last sentence about Monsanto's sale of this business to the first paragraph, so reader knows this is all history and not present activity,,,,,,,,,,
503770902,Jytdog,97380,-32,309830090,127,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503770902&oldid=503770617,/* rBGH (recombinant bovine growth hormone) */ finished changing verb tenses about AFACT's activities,,,,,,,,,,,
503771259,Jytdog,97372,-8,309830239,149,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503771259&oldid=503770902,"/* In India */ replaced ""slammed by critics"" with ""criticized""",,,,,,,,,,,
503772440,Jytdog,97962,590,309830717,478,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503772440&oldid=503771259,"/* In India */ changed ""admitted"" which is pejorative to a more accurate statement of what happened - they discovered the resistance and communicated information about it",,,,,,,,,,,
503773552,Jytdog,98210,248,309831185,468,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503773552&oldid=503772440,/* In India */ clarified what the referenced government criticism was and added citation,,,,,,,,,,,
503844216,Jytdog,98209,-1,309860632,29447,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503844216&oldid=503773552,"replaced ""alter-globalization"" with ""anti-globalization movement""",,,,,,,,,,,
503844386,Jytdog,98209,0,309860698,66,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503844386&oldid=503844216,A >> a,,,,,,,,,,,
503845495,Jytdog,98330,121,309861164,466,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503845495&oldid=503844386,moved text from strangely brief main section on Monsanto's cooperation with BASF, to a new paragraph in history section.    also added a citation in English as opposed to German langauge cite that was there,,,,,,,,,,
503847368,Jytdog,98416,86,309861902,738,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503847368&oldid=503845495,"moved dumping of PCBs in UK from ""legal"" section to ""environmental record"" section as there was no legal action cited in it;  also re-orged environmental section and created a big PCB category",,,,,,,,,,,
503847715,Jytdog,98412,-4,309862058,156,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503847715&oldid=503847368,/* Glyphosate herbicides */ taking wiki-link out of header,,,,,,,,,,,
503847883,Jytdog,98409,-3,309862124,66,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503847883&oldid=503847715,/* polychlorinated biphenyls(PCBs) */ took wikilink out of header,,,,,,,,,,,
503849531,Jytdog,98572,163,309862874,750,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503849531&oldid=503847883,/* Legal issues */ re-orged legal section;  split out patent issues from other issues.  this was a mess,,,,,,,,,,,
503851697,Jytdog,97280,-1292,309863764,890,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503851697&oldid=503849531,"moved two patent application related matters from ""history"" in legal section;  also moved ""protests in germany"" to same section as it concerns same matter -- pig patents",,,,,,,,,,,
503851999,Jytdog,97274,-6,309863884,120,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503851999&oldid=503851697,/* As plaintiff */,,,,,,,,,,,
503852400,Jytdog,97293,19,309864055,171,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503852400&oldid=503851999,/* Other legal action - As defendant */ added dates, and ordered chronologically,,,,,,,,,,
503853171,Jytdog,96652,-641,309864374,319,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503853171&oldid=503852400,"/* Other legal action - As defendant */ moved ""indonesian bribing conviction section"" up with prior and more compact reference to the same incident",,,,,,,,,,,
503853993,Jytdog,96638,-14,309864704,330,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503853993&oldid=503853171,"/* Other legal action - As defendant */ moved discussion of ""fined in france"" to its place in the order of non-patent cases where Monsanto was a defendent",,,,,,,,,,,
503854685,Jytdog,96466,-172,309865006,302,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503854685&oldid=503853993,consolidated text about dumping in the UK,,,,,,,,,,,
503858628,Jytdog,96579,113,309866750,1744,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503858628&oldid=503854685,"moved section on challenge to an EU patent from section ""criticisms/in india"" to patent section b/c this is happening in EU not India and involves a patent",,,,,,,,,,,
503858803,Jytdog,95791,-788,309866837,87,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503858803&oldid=503858628,/* In the United States */ deleted AFACT discussion as it is covered above,,,,,,,,,,,
503879517,Jytdog,95018,-773,309877127,10290,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503879517&oldid=503858803,"consolidated patent litigation discussion from criticisms/US"" section with patent infringement section",,,,,,,,,,,
503879677,Jytdog,95014,-4,309877196,69,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503879677&oldid=503879517,"/* rBGH (recombinant bovine growth hormone) */ removed nonworking interwiki link for ""consumer response""""",,,,,,,,,,,
503879828,Jytdog,94985,-29,309877265,69,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503879828&oldid=503879677,/* As plaintiff */ fixed interwiki link,,,,,,,,,,,
503880263,Jytdog,94988,3,309877478,213,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503880263&oldid=503879828,moved section on GMO petitions in california to GMO section above,,,,,,,,,,,
503880916,Jytdog,94333,-655,309877819,341,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503880916&oldid=503880263,moved issues about pollution from criticisms\US section to PCBs section above and consolidated duplicative information,,,,,,,,,,,
503882520,Jytdog,94305,-28,309878616,797,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503882520&oldid=503880916,/* Criticisms */ deleted US section; nothing left  now,,,,,,,,,,,
503883182,Jytdog,94559,254,309878933,317,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503883182&oldid=503882520,/* Sponsorships */ added citations and citations needed tags,,,,,,,,,,,
503885471,Jytdog,93472,-1087,309880152,1219,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503885471&oldid=503883182,/* Sponsorships */ deleted discussion of Monsanto funding/nonfunding of Svalbard Global Seed Vault.  Apparently there are rumors that Monsanto has funded it (no cites for those rumors) and there is no evidence that Monsanto funds it.,,,,,,,,,,,
503887724,AnomieBOT,93562,90,309881368,1216,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503887724&oldid=503885471,Dating maintenance tags: {{Citation needed}},,,,,,,,,,,
503944333,Jytdog,93348,-214,309914243,32875,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503944333&oldid=503887724,/* Monsanto vs Andhra Pradesh Government in India */ deleted citation http://news.bbc.co.uk/2/hi/south_asia/3855517.stm which does not mention Monsanto;  does not support text and not relevant to this article,,,,,,,,,,,
503944908,Jytdog,93402,54,309914550,307,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503944908&oldid=503944333,/* Monsanto vs Andhra Pradesh Government in India */ provided link to whole article in citation;  added ref name; used it as citation for last sentence,,,,,,,,,,,
503947137,Jytdog,93817,415,309915619,1069,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503947137&oldid=503944908,/* Monsanto vs Andhra Pradesh Government in India */ edited to make this flow better and to have the citations support the content,,,,,,,,,,,
503947396,Jytdog,93804,-13,309915740,121,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503947396&oldid=503947137,/* Monsanto and Andhra Pradesh state government in India */ changed header,,,,,,,,,,,
503954785,Jytdog,93817,13,309919180,3440,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503954785&oldid=503947396,/* Terminator seed controversy */ checked the citation - article was published in Jan 2000;not Oct 2000.   We don't know when the interview took place.,,,,,,,,,,,
503958575,Jytdog,94523,706,309920857,1677,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503958575&oldid=503954785,/* Terminator seed controversy */ generally edited and added citations - also re-ordered so it tells the story in time.,,,,,,,,,,,
503958820,Jytdog,94522,-1,309920954,97,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503958820&oldid=503958575,/* Terminator seed controversy */ fixed interwiki link,,,,,,,,,,,
503959160,Jytdog,94565,43,309921090,136,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503959160&oldid=503958820,/* Terminator seed controversy */ clarified relations -- some patents are joint, some are not,,,,,,,,,,
503964898,Jytdog,95949,1384,309923650,2560,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503964898&oldid=503959160,/* Child labor */ expanded this to provide context and more detail,,,,,,,,,,,
503965458,Jytdog,95949,0,309923900,250,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503965458&oldid=503964898,/* Child labor */ fixing refs,,,,,,,,,,,
503965639,Jytdog,95950,1,309923965,65,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503965639&oldid=503965458,/* Child labor */ fixed ref,,,,,,,,,,,
503966740,Jytdog,95813,-137,309924419,454,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503966740&oldid=503965639,/* As defendant */ removed duplicate ref;  added new ref.   lightly edited,,,,,,,,,,,
503970168,Jytdog,96477,664,309925898,1479,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503970168&oldid=503966740,/* Glyphosate herbicides */ edited to remove over-generalization;  added other quotes and context,,,,,,,,,,,
503976750,Jytdog,96478,1,309928842,2944,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=503976750&oldid=503970168,"moved discussion of ""playing god in the garden"" and quotes on GM food regulatory strategy to transgenic section since that is concern of the article",,,,,,,,,,,
504089858,Kifster,96501,23,309988649,59807,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504089858&oldid=503976750,→Representation in the media: added book Captive State,,,,,,,,,,,
504100141,Jytdog,96501,0,309995353,6704,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504100141&oldid=504089858,/* United States */ moved first paragraph to last so this flows forward in time,,,,,,,,,,,
504119492,Bobrayner,96204,-297,310005471,10118,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504119492&oldid=504100141,mercola is not a reliable source.,,,,,,,,,,,
504214931,75.23.196.59,96203,-1,310053015,47544,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504214931&oldid=504119492,/* Terminator seed controversy */,,,,,,,,,,,
504297756,69.38.128.246,96202,-1,310102021,49006,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504297756&oldid=504214931,/* Filings */,,,,,,,,,,,
504812247,Sunrise,96968,766,310368880,266859,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504812247&oldid=504297756,summarized history & major achievements in lead, some consolidation of history,,,,,,,,,,
504812542,Sunrise,96811,-157,310369012,132,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504812542&oldid=504812247,/* History */ unnotable,,,,,,,,,,,
504838141,Jytdog,97738,927,310379765,10753,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504838141&oldid=504812542,edited and fleshed out last paragraph,,,,,,,,,,,
504838317,Jytdog,97732,-6,310379843,78,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504838317&oldid=504838141,,,,,,,,,,,,
504838536,Jytdog,97736,4,310379956,113,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504838536&oldid=504838317,,,,,,,,,,,,
504884917,Sunrise,97297,-439,310403855,23899,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504884917&oldid=504838536,/* Terminator seed controversy */ Partial section rewrite, style etc. Does anybody else have plans to commercialize?,,,,,,,,,,
504887624,Sunrise,97296,-1,310405525,1670,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504887624&oldid=504884917,/* Terminator seeds */ rmv extra whitespace,,,,,,,,,,,
504900842,Sunrise,100001,2705,310413937,8412,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504900842&oldid=504887624,/* Glyphosate herbicides */ rmv non-peer-reviewed study, replace with better sources and content from other articles,,,,,,,,,,
504903469,Sunrise,99475,-526,310415710,1773,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504903469&oldid=504900842,/* Dumping of PCBs in the UK */ A check of the sources shows that all three of these are the same location. I am wondering if there has been POV editing in the past.,,,,,,,,,,,
504928424,Jytdog,99505,30,310430960,15250,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504928424&oldid=504903469,/* Terminator seeds */ made first sentence more subjunctive as terminator technology is not in use commercially,,,,,,,,,,,
504929249,Jytdog,99526,21,310431366,406,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=504929249&oldid=504928424,/* Glyphosate herbicides */ clarified that Monsanto is biggest in the US;  Chinese companies are neck and neck with Monsanto on a worldwide basis,,,,,,,,,,,
505188037,Jytdog,99509,-17,310560858,129492,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505188037&oldid=504929249,/* Corporate governance */ deleted Ann Veneman from the list; the reference doesn't mention her and according to several online bios, she never worked there,,,,,,,,,,
505195001,Jytdog,100052,543,310565087,4229,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505195001&oldid=505188037,/* History */ added reference to the discovery, development, and approval of celebrex by Monsanto,,,,,,,,,
505195299,Jytdog,100171,119,310565269,182,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505195299&oldid=505195001,/* History */ added reference to orange book in case anybody doubts that this is the right patent,,,,,,,,,,,
505195617,Jytdog,100366,195,310565487,218,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505195617&oldid=505195299,/* History */ in line with other history items, referenced Monsanto's exit from the pharma business on its way to becoming focused on ag,,,,,,,,,,
505196289,Jytdog,100338,-28,310565969,482,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505196289&oldid=505195617,/* Corporate governance */ Ruckelshaus removed from list;  he was never an employee - he was a board member,,,,,,,,,,,
505196403,Jytdog,100321,-17,310566045,76,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505196403&oldid=505196289,/* Corporate governance */ linda fisher is not currently holding a US government position,,,,,,,,,,,
505196542,Jytdog,100283,-38,310566139,94,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505196542&oldid=505196403,/* Corporate governance */  Michael Friedman and Mickey Kantor are not currently holding government positions,,,,,,,,,,,
505197940,Jytdog,100618,335,310567051,912,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505197940&oldid=505196542,/* Corporate governance */ added back people I deleted but in different sentence - referencing past gov't roles.  All verified.,,,,,,,,,,,
505323120,Groupuscule,101081,463,310633599,66548,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505323120&oldid=505197940,/* Genetically modified organisms */ update on prop 37,,,,,,,,,,,
505367643,Sunrise,101081,0,310656142,22543,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505367643&oldid=505323120,/* Genetically modified organisms */ they spent 1.7 *million*, not 1.7 billion,,,,,,,,,,
505368429,Sunrise,100618,-463,310656710,568,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505368429&oldid=505367643,,,,,,,,,,,,
505369096,Sunrise,100617,-1,310657122,412,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505369096&oldid=505368429,blank edit to note I forgot to put in an edit summary. Link to source was incorrect, and actual source is on spam blacklist; see Talk.,,,,,,,,,,
505370379,Sunrise,100530,-87,310657999,877,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505370379&oldid=505369096,/* rBGH (recombinant bovine growth hormone) */ consolidate duplicate ref,,,,,,,,,,,
505378166,Sunrise,100909,379,310663335,5336,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505378166&oldid=505370379,/* rBGH (recombinant bovine growth hormone) */ partial section rewrite; adding content from other articles; removed Monsanto-sponsored study because it's probably unreliable,,,,,,,,,,,
505379173,Sunrise,100888,-21,310664076,741,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505379173&oldid=505378166,/* rBGH (recombinant bovine growth hormone) */ not hormones generally as all milk contains natural hormones,,,,,,,,,,,
505383662,Sunrise,100704,-184,310667356,3280,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505383662&oldid=505379173,/* As plaintiff */ I think this is pretty standard text to say that infringement occurred. Feel free to correct me if I'm wrong.,,,,,,,,,,,
505383848,Sunrise,100668,-36,310667507,151,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=505383848&oldid=505383662,/* As defendant */ concision,,,,,,,,,,,
